ID,Section,Title,Abstract,Byline,Item_type,Source,Published_date,Material_type_facet,Counter
1986,Opinion,‘The Lowest Point in My Lifetime’: How 14 Independent Voters Feel About America,"In a new Times Opinion focus group, voters who were decisive to President Biden’s victory lay out their biggest concerns — chiefly, inflation.",BY PATRICK HEALY AND ADRIAN J. RIVERA,Article,New York Times,2022-01-02,Op-Ed,1
1987,Fashion,"Saris, Lehengas and Why Carrie Bradshaw Should Know the Difference","Worn at weddings, festive occasions and most recently on an episode of the “Sex and the City” reboot, these traditional Indian garments are not the same.",BY PRAACHI RANIWALA,Article,New York Times,2022-01-02,News,1
1988,Opinion,Amanda Gorman: Why I Almost Didn’t Read My Poem at the Inauguration,The poet reflects on her experience at the inauguration ceremony and the life her poem — and this country — has lived since then.,BY AMANDA GORMAN,Article,New York Times,2022-01-02,Op-Ed,1
1989,Special Series,Dear People of 2022: What Would You Ask Your Future Self?,Hundreds of notes about the nature of progress left us wondering: What’s possible in a year’s time?,BY MATTHEW THOMPSON,Article,New York Times,2022-01-02,News,1
1990,Opinion,What the Fate of Joe Biden’s Presidency Hinges On,Generating a feeling of normalcy around American politics and daily life would restore the promise of the Biden presidency. ,BY MATTHEW YGLESIAS,Article,New York Times,2022-01-02,Op-Ed,1
1991,Opinion,Elizabeth Warren Claps Back at Elon Musk,The Massachusetts senator defends her plan to tax billionaires and break up Big Tech.,BY ‘SWAY’,Article,New York Times,2022-01-02,Op-Ed,1
1992,Real Estate,"A Single-Family House for Under $800,000? One Family of Five Combs Queens for More Space.","After they became ‘outnumbered by kids,’ a couple decided it was time to upgrade their two-bedroom apartment. But could they find something big enough in the city?",BY JOYCE COHEN,Interactive,New York Times,2022-01-02,Interactive Feature,1
1993,U.S.,Some states in the U.S. are taking desperate measures to avoid closing schools.,"State workers are filling in as teachers some hard-hit districts, while elsewhere states are loosening rules to speed the hiring of substitutes or draw retirees back into the classroom.",BY JESUS JIMÉNEZ,Article,New York Times,2022-01-02,News,1
1994,World,华裔命丧纽约地铁背后的种族迷思,一名华裔女性被推落地铁轨道后身亡，虽然警方认为这极可能是一起随机犯罪，但仍然在纽约亚裔社区中引发了人人自危甚至同仇敌忾的情绪，这是为什么？,BY RONG XIAOQING,Article,New York Times,2022-01-02,briefing,1
1995,Style,What to Wear in the Metaverse,"Dressing for a virtual world is going to be both enormously liberating and potentially very, very messy.",BY VANESSA FRIEDMAN,Article,New York Times,2022-01-02,News,1
1996,en Español,Expertos en salud trans debaten sobre los nuevos estándares para adolescentes,Los médicos están divididos sobre las nuevas pautas que proponen que los adolescentes deben someterse a exámenes de salud mental antes de recibir hormonas o cirugías de género.,BY AZEEN GHORAYSHI,Article,New York Times,2022-01-02,News,1
1997,Sports,"In Tennis, Carlos Alcaraz Is About to Cause a Big Commotion","Alcaraz is one of the most exciting next-generation talents in sports, and is the youngest player in the men’s draw at the Australian Open. He faces Matteo Berrettini in the third round.",BY CHRISTOPHER CLAREY AND SAMUEL ARANDA,Article,New York Times,2022-01-02,News,1
1998,Arts,Jimmy Kimmel Not Surprised About Trump’s ‘Male Pattern Fraudness’,"“The walls appear to be closing in on Trump — big, beautiful walls,” Kimmel said, as new details emerged from an investigation into the ex-president’s family business.",BY TRISH BENDIX,Article,New York Times,2022-01-02,News,1
1999,Sports,Keira D’Amato and Sara Hall Rewrite the Distance Running History Books,"On Sunday, two mothers in their late 30s set new American records in the marathon and the half marathon. It’s a sign of things to come.",BY TALYA MINSBERG,Article,New York Times,2022-01-01,News,1
2000,U.S.,How Oath Keepers Are Accused of Plotting to Storm the Capitol,Here’s a look at the evidence prosecutors culled to charge 11 Oath Keepers and affiliates with sedition— the most serious charge yet in the Jan. 6 invegstigation.,BY DENISE LU AND ELEANOR LUTZ,Interactive,New York Times,2022-01-01,Interactive Feature,1
2001,New York,"Baby Girl Is Critical After Being Hit by Stray Bullet, Police Say","The baby was in a car with her mother in the Bronx when she was shot, the latest in a spate of shootings that has shocked many New Yorkers.","BY ED SHANAHAN, ASHLEY SOUTHALL AND LOLA FADULU",Article,New York Times,2022-01-01,News,1
2002,U.S.,"A narrower, bipartisan bill could emerge in the wake of Democrats’ voting rights legislation.",NO RECORD,BY JONATHAN WEISMAN,Article,New York Times,2022-01-01,Live Blog Post,1
2003,U.S.,"Biden Predicts Putin Will Order Ukraine Invasion, but ‘Will Regret Having Done It’","President Biden’s comments went well beyond the formal intelligence assessments described by White House officials, which conclude that Russia’s president has not yet decided whether to invade.",BY DAVID E. SANGER,Article,New York Times,2022-01-01,News,1
2004,U.S.,"After a day of debate, the voting rights bill is blocked in the Senate.","Without the votes to change Senate rules, Democrats had no avenue for overcoming a Republican filibuster against legislation intended to offset new state voting restrictions.",BY CARL HULSE,Article,New York Times,2022-01-01,News,1
2005,U.S.,Judge Dismisses Wrongful-Death Lawsuit Filed by Whitey Bulger’s Estate,"The lawsuit, which sought $200 million in damages, contended that prison officials had placed the notorious Boston mob boss in harm’s way when they transferred him to a federal prison where he was beaten to death in 2018.",BY MICHAEL LEVENSON AND AZI PAYBARAH,Article,New York Times,2022-01-01,News,1
2006,Arts,"At 83, Arne Glimcher Indulges His Inner Curator","The founder and chairman of Pace Gallery is opening a new space in TriBeCa, his own “little modern museum.” Retirement? That’s not in the cards.",BY TED LOOS,Article,New York Times,2022-01-01,News,1
2007,Business,United lost $646 million in the fourth quarter as Omicron sapped demand.,NO RECORD,BY NIRAJ CHOKSHI,Article,New York Times,2022-01-01,Live Blog Post,1
2008,U.S.,Biden argues his ‘record investment’ in American infrastructure will help supply chains and ease inflation.,NO RECORD,BY ANA SWANSON,Article,New York Times,2022-01-01,Live Blog Post,1
2009,World,Russia and Iran Put on a Show of Unity — Against the U.S.,"Vladimir V. Putin met at the Kremlin with Iran’s new leader, Ebrahim Raisi, at a time when both their countries, despite their differences, are at odds with Washington.","BY ANTON TROIANOVSKI, FARNAZ FASSIHI AND STEVEN ERLANGER",Article,New York Times,2022-01-01,News,1
2010,Movies,"France’s Colonial Conflict, Filmed From Both Sides","“The Olive Trees of Justice,” a neorealist take on the Algerian War made with nonprofessional actors, is newly restored and still resonates today.",BY J. HOBERMAN,Article,New York Times,2022-01-01,News,1
2011,Business,How 5G Clashed With an Aviation Device Invented in the 1920s,The potential for interference between 5G signals and the radio altimeters long used by pilots has divided the telecom and aviation industries.,BY STEPHEN GANDEL,Article,New York Times,2022-01-01,News,1
2012,Technology,It’s Not Complicated. Microsoft Wants Activision for Its Games.,Activision has a lot of popular games that fit into Microsoft’s plans to build a vast library of titles that can be played on all sorts of devices. The metaverse can wait.,BY KELLEN BROWNING,Article,New York Times,2022-01-01,News,1
2013,New York,Read the Report on the Investigation into the Disappearance of Kathleen Durst,The Westchester district attorney said the report outlining the case against Mr. Durst was released in the interest of transparency.,NO RECORD,Interactive,New York Times,2022-01-01,Interactive Feature,1
2014,World,Algeria closes its schools for 10 days to try to slow the Omicron variant.,"Throughout the pandemic, the country has tended to take a strict approach to combating the coronavirus.",BY CONSTANT MÉHEUT,Article,New York Times,2022-01-01,Live Blog Post,1
2015,U.S.,Biden faces multiple crises as he takes stock of his year in office.,NO RECORD,BY DAVID E. SANGER,Article,New York Times,2022-01-01,Live Blog Post,1
2016,Sports,How Marshawn Lynch Became an N.F.L. Mentor,The former Super Bowl champion has always had a way with words. It has turned him into a trusted adviser to N.F.L. and college football players who want to use their “wittys to get up out that siti.”,BY JULIAN KIMBLE,Article,New York Times,2022-01-01,News,1
2017,Climate,What We Know About the Tonga Volcano,"The explosion probably won’t cool the planet as some previous eruptions have done, but its effects could be felt around the world in other ways.",NO RECORD,Article,New York Times,2022-01-01,News,1
2018,Movies,Jon Bernthal’s Guide to Making It as a Supporting Actor,"Not being No. 1 on the call sheet has worked out pretty well for the “King Richard” cast member, who helped power that film to a SAG nomination.",BY KYLE BUCHANAN,Article,New York Times,2022-01-01,News,1
2019,World,Syrian Doctor Accused of Atrocities Goes on Trial in Germany,"The charges against Alaa Mousa include torturing opponents of the Assad regime in military hospitals in Syria, and murdering at least one by lethal injection.",BY ISABELLA KWAI,Article,New York Times,2022-01-01,News,1
2020,World,Israel Evicts Palestinians in Flashpoint Area of East Jerusalem,"Israelis evicted an extended family and destroyed their homes in the Sheikh Jarrah neighborhood, where attempted evictions last year helped spark a war with Gaza.",BY PATRICK KINGSLEY AND RAWAN SHEIKH AHMAD,Article,New York Times,2022-01-01,News,1
2021,U.S.,A Florida public health official is put on leave after emailing his staff to urge vaccination.,"Dr. Raul Pino, the state public health administrator in Orlando, told employees that without a good reason, not being vaccinated against the coronavirus was irresponsible.",BY PATRICIA MAZZEI,Article,New York Times,2022-01-01,News,1
2022,U.S.,Newly Declassified Video Shows U.S. Killing of 10 Civilians in Drone Strike,"The New York Times obtained footage of the botched strike in Kabul, whose victims included seven children, through a Freedom of Information Act lawsuit.","BY CHARLIE SAVAGE, ERIC SCHMITT, AZMAT KHAN, EVAN HILL AND CHRISTOPH KOETTL",Article,New York Times,2022-01-01,News,1
2023,U.S.,New Video Shows Botched Kabul Drone Strike,"The New York Times obtained newly declassified military drone footage showing for the first time the U.S. strike on a car at a family home in Kabul on Aug. 29, 2021, that killed 10 Afghan civilians.","BY AINARA TIEFENTHÄLER, CHRISTOPH KOETTL, EVAN HILL AND DREW JORDAN",Video,New York Times,2022-01-01,Video,1
2024,Health,"Post-infection immunity was very protective against Delta, the C.D.C. reports, but vaccines still offer the best defense.",NO RECORD,BY APOORVA MANDAVILLI,Article,New York Times,2022-01-01,Live Blog Post,1
2025,Business,Starbucks ends its plan to require worker vaccination and testing.,The coffee company is among the first major employers to roll back plans after the Supreme Court blocked the Biden administration’s mandate for large businesses.,BY EMMA GOLDBERG,Article,New York Times,2022-01-01,News,1
2026,Sports,A Grand Slam Streak Without (Yet) a Quarterfinal,"Since 2007, Alizé Cornet of France hasn’t missed a single Grand Slam main draw.",BY BEN ROTHENBERG,Article,New York Times,2022-01-02,News,1
2027,Sports,Olympians Face a Daunting Final Qualifying Event: Staying Healthy,"For athletes going to Beijing, years of sacrifice could go to waste if they get the coronavirus now. To avoid it, they’re hunkering down, shunning friends and skipping competitions.",BY ANDREW KEH,Article,New York Times,2022-01-02,News,1
2028,en Español,¿Quién entregó a la familia de Ana Frank? Hay una nueva teoría. Es controversial,"Un nuevo libro identifica a un sospechoso de delatar a la familia Frank a la administración nazi. Ahora que expertos e historiadores han tenido tiempo de revisar la investigación, muchos dudan de los métodos y la conclusión.",BY NINA SIEGAL,Article,New York Times,2022-01-02,News,1
2029,Times Insider,A Legacy Lives On in Brooklyn,"90 years after its closure, a former New York Times printing plant now provides space for a new generation of journalists.",BY SARAH DIAMOND,Article,New York Times,2022-01-02,News,1
2030,Books,"Weike Wang’s Antisocial Novel, ‘Joan Is Okay’",The author of “Chemistry” returns with a wry and awkward heroine who prefers the company of machines to her fellow humans.,BY DEESHA PHILYAW,Article,New York Times,2022-01-02,Review,1
